Location,Distance_to_CBD,Bedrooms,Bathrooms,Floor_Size,Price,Amenities
Kileleshwa,5.4,2,2,150,130950,"garden, electric fence, garbage collection, parking, swimming pool, CCTV, gym"
Lavington,5.9,2,1,109,93770,"CCTV, swimming pool, garden, garbage collection, parking, gym"
Muthaiga,7,3,2,192,314056,
Ruaka,19,3,2,173,44672,
Ruiru,25.3,4,2,202,69341,"gym, CCTV, garden, electric fence, swimming pool, garbage collection"
Westlands,3.2,3,1,145,188804,"garden, electric fence, gym, CCTV, swimming pool, garbage collection, parking"
Lavington,5.9,1,1,78,80073,"garden, CCTV"
Syokimau,24,1,1,76,17562,"swimming pool, garbage collection, CCTV, electric fence, garden"
Ruiru,25.3,4,1,233,69726,"electric fence, swimming pool, parking, garden, CCTV, gym, garbage collection"
Ruiru,25.3,3,1,203,43177,
Juja,32.8,4,3,256,70000,"swimming pool, garden, electric fence, CCTV, garbage collection, gym, parking"
Juja,32.8,3,2,221,47364,"garbage collection, parking, electric fence, swimming pool, gym"
Kilimani,4,4,3,178,151645,"garden, CCTV, electric fence"
Westlands,3.2,3,2,226,152865,parking
Utawala,22.4,3,1,144,31910,"garbage collection, parking, CCTV"
Ruaka,19,1,1,68,20944,"gym, garbage collection, garden, parking, swimming pool, CCTV, electric fence"
Westlands,3.2,4,4,190,331729,"CCTV, garden, garbage collection, parking, gym, swimming pool, electric fence"
Ruaka,19,2,2,140,32868,"garden, parking, CCTV, gym, swimming pool, electric fence"
Ruaka,19,3,3,184,52255,"gym, swimming pool, garbage collection, garden"
Syokimau,24,4,3,164,96462,"CCTV, gym, garbage collection, swimming pool"
Ruaka,19,3,2,206,60000,"swimming pool, gym, garden, garbage collection"
Utawala,22.4,4,2,252,52686,
Kilimani,4,2,2,153,84528,"parking, CCTV"
Syokimau,24,1,1,58,21000,"CCTV, garden, swimming pool, electric fence, garbage collection, gym, parking"
Ruiru,25.3,4,2,290,65192,"garbage collection, CCTV, electric fence, garden, swimming pool, gym"
Utawala,22.4,3,3,161,35000,"electric fence, gym, garbage collection"
Utawala,22.4,3,2,168,35000,"electric fence, CCTV, garbage collection, parking"
Juja,32.8,4,3,189,49557,"CCTV, gym"
Juja,32.8,1,1,60,12084,electric fence
Juja,32.8,3,2,182,41029,"CCTV, garden, gym"
Ruiru,25.3,2,1,154,28242,garden
Lavington,5.9,2,2,114,80745,garden
Ruaka,19,3,1,225,58207,"garbage collection, swimming pool, CCTV, garden"
Juja,32.8,1,1,57,13619,parking
Lavington,5.9,3,3,188,112386,"garden, CCTV, swimming pool, garbage collection, electric fence, gym"
Kileleshwa,5.4,1,1,53,78067,"CCTV, parking, gym, garden, electric fence"
Kileleshwa,5.4,4,3,213,225777,"electric fence, CCTV, garbage collection, parking, garden, gym, swimming pool"
Juja,32.8,3,2,200,53504,"CCTV, swimming pool, garden"
Kilimani,4,2,1,133,95828,"garden, gym, swimming pool, CCTV, electric fence, garbage collection, parking"
Kileleshwa,5.4,1,1,69,48042,parking
Westlands,3.2,1,1,55,92124,"gym, electric fence, parking, garbage collection"
Muthaiga,7,2,2,107,243919,electric fence
Ruiru,25.3,4,4,174,43340,
Syokimau,24,4,1,270,94265,"garbage collection, parking, electric fence, CCTV, swimming pool"
Utawala,22.4,2,1,105,20333,"garden, CCTV, parking"
Kileleshwa,5.4,3,3,210,137116,"CCTV, gym, garbage collection, electric fence, garden, swimming pool"
Juja,32.8,3,2,205,52423,"parking, garbage collection, swimming pool, garden, electric fence, CCTV"
Utawala,22.4,2,1,134,20885,garbage collection
Juja,32.8,2,1,171,35000,"garbage collection, gym, electric fence"
Lavington,5.9,2,2,146,89456,gym
Ruiru,25.3,4,3,205,45887,parking
Kilimani,4,1,1,63,69390,"gym, garbage collection, CCTV, swimming pool, parking"
Juja,32.8,4,1,235,68055,"parking, garden, garbage collection, electric fence, gym, swimming pool, CCTV"
Syokimau,24,4,4,287,58136,garbage collection
Kilimani,4,2,2,164,98700,"gym, swimming pool, electric fence"
Ruiru,25.3,2,1,140,30592,"electric fence, gym, swimming pool, garbage collection, garden, CCTV, parking"
Lavington,5.9,1,1,80,94959,parking
Juja,32.8,1,1,77,9718,"swimming pool, gym"
Juja,32.8,4,1,286,70000,"parking, garden, gym, swimming pool, garbage collection, CCTV, electric fence"
Utawala,22.4,3,3,145,33189,CCTV
Lavington,5.9,4,4,161,280451,"electric fence, garbage collection, swimming pool, gym, garden, parking"
Ruaka,19,1,1,69,20569,"garden, gym, swimming pool, parking"
Syokimau,24,3,2,148,46594,"parking, swimming pool, CCTV, electric fence, garden, gym, garbage collection"
Kilimani,4,3,2,220,132851,"garbage collection, parking, CCTV, electric fence, gym, garden"
Ruiru,25.3,4,1,207,67271,"electric fence, garbage collection, garden, swimming pool, CCTV, gym"
Utawala,22.4,1,1,78,13874,garden
Kilimani,4,2,1,99,70785,
Juja,32.8,1,1,55,14356,"parking, electric fence, garden, CCTV, gym"
Lavington,5.9,4,2,214,251815,"gym, garbage collection"
Westlands,3.2,4,2,172,240299,"garden, electric fence"
Syokimau,24,2,1,176,39747,"electric fence, parking, garden, garbage collection, swimming pool"
Lavington,5.9,2,1,127,71825,"garden, garbage collection"
Kilimani,4,3,1,204,148341,"gym, garden, garbage collection, parking, electric fence, CCTV, swimming pool"
Kilimani,4,4,1,199,201373,"garbage collection, swimming pool, garden"
Utawala,22.4,2,1,136,18003,"parking, garden, gym"
Kilimani,4,2,2,124,84698,"swimming pool, electric fence, parking"
Muthaiga,7,4,1,181,408503,garbage collection
Kilimani,4,1,1,60,47328,
Kileleshwa,5.4,2,2,106,107343,"garbage collection, electric fence, parking, swimming pool, gym, CCTV, garden"
Westlands,3.2,3,1,173,193769,"parking, gym, garden, garbage collection, CCTV, swimming pool, electric fence"
Syokimau,24,1,1,67,14149,
Ruiru,25.3,2,2,110,31364,"garden, garbage collection, CCTV, electric fence, gym, parking, swimming pool"
Kileleshwa,5.4,3,1,203,123477,"garden, electric fence, garbage collection, gym, CCTV, swimming pool, parking"
Westlands,3.2,1,1,69,98872,CCTV
Kileleshwa,5.4,2,2,118,82376,
Juja,32.8,1,1,73,15000,"garbage collection, garden, swimming pool, CCTV, parking"
Ruaka,19,3,3,175,52213,
Utawala,22.4,1,1,58,12466,"swimming pool, parking, garden"
Lavington,5.9,4,3,215,222824,
Lavington,5.9,4,1,224,327798,"CCTV, parking, gym, swimming pool"
Utawala,22.4,2,2,139,18933,"parking, electric fence, gym, garden"
Westlands,3.2,3,2,151,142525,"garbage collection, electric fence, swimming pool, gym, parking, garden"
Muthaiga,7,2,2,123,332810,"garbage collection, parking, electric fence, garden, CCTV"
Ruaka,19,1,1,69,24052,"parking, swimming pool, CCTV, garbage collection"
Lavington,5.9,3,3,209,85876,
Utawala,22.4,3,1,169,35000,"gym, garden, parking, swimming pool, garbage collection, electric fence"
Ruaka,19,4,2,286,47299,"gym, electric fence"
Kileleshwa,5.4,1,1,68,63566,"electric fence, parking, gym, swimming pool, garden, garbage collection"
Kilimani,4,1,1,56,49032,
Ruiru,25.3,2,1,122,30688,"CCTV, swimming pool, electric fence, parking, gym"
Lavington,5.9,4,4,231,263131,"garden, parking, garbage collection"
Ruiru,25.3,1,1,65,18137,"parking, electric fence, CCTV, swimming pool, gym, garbage collection, garden"
Ruaka,19,1,1,75,20706,"gym, swimming pool"
Utawala,22.4,3,3,202,35000,"CCTV, parking, electric fence, gym, garbage collection, swimming pool"
Kileleshwa,5.4,3,2,175,97364,swimming pool
Westlands,3.2,4,2,223,206208,"swimming pool, electric fence, parking"
Lavington,5.9,2,1,119,88947,"garbage collection, parking, swimming pool, CCTV, garden, gym, electric fence"
Westlands,3.2,1,1,66,98413,"gym, electric fence, garbage collection, CCTV"
Westlands,3.2,1,1,53,76681,
Ruaka,19,2,2,134,26176,
Ruiru,25.3,2,2,175,27296,electric fence
Kileleshwa,5.4,2,2,173,95760,parking
Lavington,5.9,1,1,67,92942,"CCTV, garbage collection, parking, swimming pool, gym, electric fence"
Westlands,3.2,4,3,212,309198,"parking, swimming pool, garbage collection, electric fence, CCTV, gym, garden"
Ruaka,19,4,1,236,67297,"CCTV, parking, gym, garden, garbage collection"
Kileleshwa,5.4,1,1,70,70329,"garbage collection, swimming pool, gym, CCTV, electric fence"
Lavington,5.9,2,1,103,107591,"parking, swimming pool, garbage collection, garden"
Ruaka,19,2,1,137,29704,swimming pool
Kilimani,4,3,1,148,108312,garden
Ruaka,19,2,2,164,33075,"parking, CCTV, gym, garbage collection, electric fence"
Kileleshwa,5.4,3,2,181,137210,"swimming pool, garbage collection, parking, CCTV, electric fence, gym, garden"
Lavington,5.9,2,2,149,92453,
Muthaiga,7,2,1,170,291582,"CCTV, garbage collection, parking, garden, electric fence, gym, swimming pool"
Westlands,3.2,3,2,180,115614,swimming pool
Ruiru,25.3,1,1,77,15728,"garden, gym, swimming pool, parking, electric fence, CCTV, garbage collection"
Muthaiga,7,4,3,161,532432,"parking, garbage collection, CCTV, swimming pool, garden, gym, electric fence"
Kileleshwa,5.4,2,2,105,107091,"garbage collection, parking, garden, electric fence, swimming pool"
Juja,32.8,3,2,224,50718,"garden, gym, CCTV, swimming pool, parking"
Westlands,3.2,2,1,169,164866,"electric fence, garbage collection, swimming pool, gym, garden, parking"
Lavington,5.9,4,1,264,258803,
Westlands,3.2,4,4,200,246436,"swimming pool, CCTV, garbage collection, electric fence, gym, parking"
Ruiru,25.3,4,4,175,70000,"CCTV, swimming pool, garden, garbage collection, parking, gym, electric fence"
Ruiru,25.3,4,3,285,68615,"parking, gym, garbage collection, swimming pool"
Ruaka,19,4,2,166,70000,"CCTV, electric fence, gym, parking, garbage collection, swimming pool"
Lavington,5.9,2,1,179,104246,"swimming pool, garbage collection, parking, CCTV, electric fence"
Westlands,3.2,2,2,140,176200,"gym, electric fence, swimming pool, garden, CCTV"
Westlands,3.2,1,1,65,118984,"garbage collection, swimming pool, parking"
Kilimani,4,1,1,52,80530,"CCTV, garden, parking, electric fence, gym, swimming pool"
Kilimani,4,3,2,224,134895,"garden, parking, CCTV, electric fence"
Ruiru,25.3,3,1,210,46392,parking
Juja,32.8,4,4,259,63666,"garden, garbage collection, swimming pool, electric fence, parking, gym"
Lavington,5.9,4,2,206,304467,"garden, parking, gym, CCTV"
Lavington,5.9,3,3,214,99104,swimming pool
Ruaka,19,3,1,213,59627,parking
Utawala,22.4,2,2,122,18759,"electric fence, parking, swimming pool"
Muthaiga,7,3,3,189,364223,"garden, electric fence, parking, swimming pool"
Kileleshwa,5.4,3,2,227,94729,"parking, garbage collection, garden"
Syokimau,24,3,2,209,35000,
Kilimani,4,2,2,156,75807,"parking, garbage collection"
Syokimau,24,3,2,200,36022,
Syokimau,24,3,3,216,54984,"gym, garden, parking, garbage collection, electric fence, CCTV, swimming pool"
Juja,32.8,3,3,172,55000,"gym, garden, CCTV, parking, swimming pool, garbage collection"
Westlands,3.2,1,1,78,104618,"CCTV, garden, garbage collection"
Juja,32.8,2,1,176,32103,"CCTV, parking, garden, gym, swimming pool, electric fence"
Juja,32.8,4,2,228,69280,"electric fence, CCTV, gym, garden, swimming pool, parking"
Westlands,3.2,2,2,98,137955,"gym, garden"
Kilimani,4,3,1,211,107264,"garden, gym, swimming pool, parking, CCTV, garbage collection"
Muthaiga,7,4,1,177,348407,"garden, garbage collection, electric fence, swimming pool"
Juja,32.8,2,2,107,24242,"parking, CCTV, garbage collection"
Kilimani,4,2,2,175,92299,"gym, CCTV, garden"
Kileleshwa,5.4,1,1,72,66940,"swimming pool, garden"
Ruiru,25.3,2,2,122,30969,"garbage collection, parking, CCTV, garden, gym"
Kileleshwa,5.4,4,3,209,231412,"electric fence, gym, garbage collection, parking"
Syokimau,24,1,1,52,17405,"gym, garbage collection, garden, swimming pool"
Muthaiga,7,4,2,218,498912,"parking, garden, garbage collection, gym, electric fence"
Utawala,22.4,1,1,76,11491,CCTV
Utawala,22.4,1,1,53,12800,"CCTV, garden, swimming pool, electric fence, garbage collection, parking"
Kilimani,4,2,2,101,82881,
Juja,32.8,2,2,155,35000,"CCTV, garbage collection, gym, parking, electric fence"
Kilimani,4,4,4,177,222945,"parking, gym, CCTV"
Kileleshwa,5.4,3,3,194,102933,
Utawala,22.4,1,1,59,10813,
Muthaiga,7,4,4,171,505053,"electric fence, garbage collection, CCTV, garden, gym, swimming pool"
Muthaiga,7,4,2,183,386797,garden
Muthaiga,7,3,1,227,362142,"electric fence, CCTV, garbage collection, garden, gym, parking"
Kileleshwa,5.4,1,1,79,61150,
Ruaka,19,3,1,191,60000,"garbage collection, gym, garden, electric fence, swimming pool, CCTV"
Utawala,22.4,4,3,294,55000,"CCTV, electric fence, gym, garden"
Westlands,3.2,2,1,123,157726,"swimming pool, garden, parking, electric fence, CCTV, garbage collection"
Kilimani,4,3,2,172,88307,
Ruaka,19,4,1,224,65857,"electric fence, CCTV, gym, garbage collection, garden"
Juja,32.8,1,1,54,14983,"garbage collection, parking, electric fence"
Juja,32.8,2,1,171,25535,"swimming pool, parking"
Utawala,22.4,4,2,201,55000,"parking, electric fence, garbage collection, CCTV, gym, swimming pool, garden"
Ruaka,19,2,2,164,35537,
Utawala,22.4,4,4,259,55000,"parking, gym, CCTV, swimming pool, garden, garbage collection"
Ruaka,19,3,3,179,42590,parking
Kilimani,4,4,3,175,197451,"electric fence, swimming pool"
Kilimani,4,1,1,78,84422,"electric fence, parking, CCTV, garden, garbage collection, gym, swimming pool"
Utawala,22.4,2,2,128,23068,garden
Kilimani,4,1,1,59,64262,"CCTV, swimming pool"
Kileleshwa,5.4,1,1,54,60648,"CCTV, swimming pool, parking, electric fence"
Muthaiga,7,4,2,296,312381,garbage collection
Kileleshwa,5.4,2,2,125,116873,"electric fence, garbage collection, garden, gym, swimming pool, CCTV"
Westlands,3.2,4,3,278,226418,"garden, electric fence, swimming pool"
Kilimani,4,4,4,168,187129,"garbage collection, gym"
Ruiru,25.3,4,4,263,63710,"CCTV, gym, garbage collection, parking, electric fence"
Juja,32.8,3,3,218,37716,swimming pool
Muthaiga,7,4,3,220,527797,"swimming pool, garbage collection, electric fence, gym, CCTV, garden"
Utawala,22.4,2,2,163,23242,"electric fence, swimming pool, CCTV, garbage collection, gym"
Kileleshwa,5.4,3,3,159,88888,
Westlands,3.2,1,1,54,103793,"gym, swimming pool, parking, garbage collection, garden"
Kileleshwa,5.4,3,3,163,102238,
Utawala,22.4,1,1,71,14502,"swimming pool, gym, electric fence, garbage collection, garden"
Ruaka,19,2,1,130,38602,"swimming pool, CCTV, gym, parking"
Syokimau,24,2,1,141,31032,"garbage collection, gym, garden, electric fence, CCTV, parking"
Utawala,22.4,3,3,214,31791,"electric fence, gym, garbage collection"
Ruiru,25.3,4,2,245,48466,garden
Utawala,22.4,1,1,56,14633,"parking, garden"
Syokimau,24,4,1,188,83956,"garbage collection, swimming pool, CCTV, garden, parking, gym, electric fence"
Lavington,5.9,3,1,140,107968,gym
Westlands,3.2,3,3,175,148306,
Kileleshwa,5.4,2,2,162,95503,"gym, garbage collection"
Westlands,3.2,3,1,162,128234,electric fence
Utawala,22.4,4,2,196,55000,"gym, swimming pool, garden, electric fence, CCTV, garbage collection"
Utawala,22.4,3,2,201,35000,"gym, CCTV, garbage collection, swimming pool, electric fence, parking"
Juja,32.8,1,1,55,15000,"electric fence, swimming pool, garden, garbage collection, CCTV, gym"
Juja,32.8,2,2,148,23303,"garbage collection, CCTV"
Utawala,22.4,2,2,180,17652,
Syokimau,24,3,1,183,43966,garden
Lavington,5.9,4,1,286,237639,"CCTV, garbage collection"
Kileleshwa,5.4,2,2,95,98684,"parking, CCTV, gym, swimming pool"
Ruaka,19,3,3,177,60000,"gym, garden, electric fence"
Utawala,22.4,2,1,114,20851,"garden, parking, garbage collection, CCTV, gym, swimming pool, electric fence"
Syokimau,24,2,1,162,28571,gym
Muthaiga,7,4,4,285,436913,CCTV
Westlands,3.2,3,1,165,149469,"swimming pool, garbage collection, CCTV, electric fence, parking"
Muthaiga,7,2,1,120,341802,"parking, CCTV, swimming pool, electric fence, garbage collection, gym, garden"
Westlands,3.2,1,1,79,99169,"garden, CCTV, parking, garbage collection, electric fence, swimming pool"
Utawala,22.4,1,1,53,12883,"gym, garden, CCTV, garbage collection, parking, electric fence"
Muthaiga,7,3,1,177,382235,"electric fence, CCTV, garden, gym, parking, garbage collection, swimming pool"
Utawala,22.4,3,1,186,27581,swimming pool
Ruiru,25.3,3,2,177,53887,"garden, parking, CCTV, gym, swimming pool, garbage collection, electric fence"
Juja,32.8,3,1,208,48296,"CCTV, parking, garbage collection, electric fence, swimming pool"
Kileleshwa,5.4,3,1,155,85932,"garbage collection, gym"
Kileleshwa,5.4,1,1,51,54367,
Ruiru,25.3,2,1,100,23265,
Kileleshwa,5.4,4,3,234,193703,
Lavington,5.9,2,1,163,83243,"garbage collection, CCTV, garden"
Juja,32.8,1,1,62,15000,"garden, parking, gym, swimming pool, CCTV"
Lavington,5.9,2,2,122,102344,"garbage collection, garden, gym"
Muthaiga,7,4,3,292,482291,"garbage collection, swimming pool, parking, CCTV, garden, electric fence, gym"
Syokimau,24,2,2,112,24500,gym
Ruiru,25.3,2,1,147,24414,"garbage collection, gym, CCTV, garden"
Utawala,22.4,4,1,217,47234,"gym, garbage collection, parking, CCTV, electric fence"
Ruaka,19,1,1,54,19441,"garden, parking, gym, swimming pool, electric fence, garbage collection, CCTV"
Utawala,22.4,1,1,67,13078,"electric fence, garden, parking, CCTV, garbage collection, gym"
Lavington,5.9,2,1,99,114266,"gym, CCTV, garbage collection, parking, swimming pool, electric fence"
Syokimau,24,4,4,226,84969,"CCTV, parking"
Westlands,3.2,2,2,154,132806,"gym, swimming pool"
Lavington,5.9,3,3,165,124098,"CCTV, gym, swimming pool"
Muthaiga,7,3,3,176,266947,"swimming pool, garbage collection"
Utawala,22.4,1,1,72,13211,"garbage collection, gym, parking, electric fence"
Juja,32.8,1,1,57,10680,"swimming pool, electric fence"
Kilimani,4,1,1,76,66771,"garden, CCTV, garbage collection, parking"
Syokimau,24,4,2,164,95171,"garden, CCTV, gym, swimming pool, garbage collection, electric fence, parking"
Ruaka,19,1,1,61,15457,"CCTV, electric fence"
Utawala,22.4,2,2,142,19759,"garden, garbage collection, gym, CCTV"
Kileleshwa,5.4,1,1,70,62712,gym
Lavington,5.9,4,1,270,234766,swimming pool
Utawala,22.4,3,1,191,35000,"gym, garden"
Kileleshwa,5.4,4,3,229,168780,"garbage collection, gym, parking, electric fence"
Kileleshwa,5.4,4,4,249,181902,
Juja,32.8,1,1,68,15000,"garbage collection, gym, electric fence, parking, garden, swimming pool"
Lavington,5.9,2,1,149,92978,"CCTV, garbage collection, parking, garden, gym, electric fence, swimming pool"
Utawala,22.4,1,1,68,11299,"gym, parking, CCTV, garbage collection"
Westlands,3.2,3,2,149,128203,"swimming pool, CCTV"
Muthaiga,7,1,1,60,211789,"parking, gym, swimming pool, garbage collection, garden, CCTV, electric fence"
Lavington,5.9,1,1,56,96515,"swimming pool, garbage collection, garden, electric fence, parking, CCTV"
Syokimau,24,2,1,157,42298,"gym, swimming pool, electric fence, CCTV, garbage collection, parking"
Ruiru,25.3,3,1,215,51894,"CCTV, parking, garbage collection"
Lavington,5.9,1,1,55,100000,"garden, swimming pool, parking"
Ruiru,25.3,2,1,175,22393,"parking, electric fence"
Ruiru,25.3,1,1,68,14093,"garbage collection, parking, swimming pool, CCTV, electric fence"
Utawala,22.4,2,2,110,22412,"swimming pool, garden, garbage collection, CCTV, electric fence"
Syokimau,24,3,1,144,41959,"garden, electric fence"
Muthaiga,7,4,4,252,439791,"garbage collection, swimming pool, CCTV"
Kilimani,4,4,3,181,206850,"gym, CCTV, garbage collection, swimming pool"
Lavington,5.9,4,2,206,264873,"garbage collection, swimming pool, CCTV, parking, garden"
Muthaiga,7,1,1,76,220427,"garbage collection, swimming pool, electric fence"
Syokimau,24,2,1,139,26150,"swimming pool, electric fence"
Juja,32.8,4,4,212,63688,
Ruiru,25.3,3,2,156,54633,"swimming pool, garbage collection"
Utawala,22.4,2,1,110,21919,"swimming pool, CCTV"
Ruaka,19,2,1,134,33366,"parking, swimming pool, electric fence, garden, garbage collection, gym"
Muthaiga,7,3,1,221,351139,"gym, garbage collection, electric fence, CCTV, garden"
Utawala,22.4,1,1,67,15357,"CCTV, electric fence, parking"
Westlands,3.2,1,1,75,87467,
Kileleshwa,5.4,1,1,72,61702,parking
Utawala,22.4,4,4,240,46662,"swimming pool, electric fence, parking, garbage collection"
Kileleshwa,5.4,4,4,275,160075,
Syokimau,24,3,1,168,58893,"CCTV, parking, swimming pool, electric fence, garbage collection, gym, garden"
Lavington,5.9,3,3,149,115883,"parking, CCTV, electric fence, garbage collection, garden"
Lavington,5.9,2,2,129,84175,"CCTV, electric fence, parking, gym, swimming pool, garden"
Kilimani,4,4,3,196,239990,"electric fence, parking, gym, swimming pool, garbage collection, CCTV"
Ruiru,25.3,2,2,97,27751,"CCTV, swimming pool, garden, gym"
Lavington,5.9,2,2,155,87001,"electric fence, swimming pool"
Kilimani,4,2,1,141,84305,"gym, parking, garden, electric fence, garbage collection, CCTV"
Lavington,5.9,2,2,127,101231,"gym, garbage collection, garden, electric fence, parking, swimming pool"
Ruaka,19,4,4,265,66415,"gym, electric fence, garden, garbage collection, CCTV, parking"
Ruaka,19,2,2,169,33830,"electric fence, parking"
Lavington,5.9,2,1,98,88047,
Ruiru,25.3,1,1,69,14481,"parking, garden, electric fence, garbage collection, gym, CCTV"
Westlands,3.2,3,3,181,161318,"electric fence, garbage collection, parking, swimming pool, CCTV"
Juja,32.8,1,1,70,11224,"gym, electric fence, garbage collection, garden, swimming pool"
Lavington,5.9,3,1,185,112646,electric fence
Ruiru,25.3,1,1,77,20152,"garbage collection, swimming pool, gym, electric fence, parking, CCTV, garden"
Westlands,3.2,1,1,64,141518,"garbage collection, electric fence, gym, swimming pool, garden, parking"
Juja,32.8,3,1,149,47548,
Utawala,22.4,4,4,174,40337,
Syokimau,24,3,2,169,63941,"parking, swimming pool, garbage collection, CCTV, gym, garden, electric fence"
Kileleshwa,5.4,4,4,264,169786,"swimming pool, garden, parking, electric fence, CCTV"
Kileleshwa,5.4,1,1,74,70926,"gym, garden, CCTV, parking, swimming pool, garbage collection"
Utawala,22.4,2,2,115,19216,parking
Ruaka,19,4,2,295,51948,"CCTV, garbage collection, swimming pool"
Westlands,3.2,4,2,203,191041,parking
Utawala,22.4,4,3,280,48619,"garden, garbage collection, parking, CCTV, electric fence, gym, swimming pool"
Lavington,5.9,2,1,124,91016,electric fence
Utawala,22.4,3,2,222,35000,"gym, garden, swimming pool"
Syokimau,24,2,2,150,29342,"swimming pool, electric fence, CCTV"
Kilimani,4,1,1,74,59664,"garbage collection, CCTV"
Ruaka,19,1,1,69,18990,"CCTV, swimming pool, garbage collection, gym, electric fence, garden, parking"
Utawala,22.4,3,3,210,33147,"swimming pool, garbage collection, CCTV"
Kilimani,4,3,1,202,132327,"garbage collection, CCTV, electric fence, garden, parking"
Ruiru,25.3,2,1,180,21270,"parking, garden, garbage collection"
Syokimau,24,4,4,276,63275,"swimming pool, parking, gym"
Ruaka,19,3,2,200,60000,"garbage collection, swimming pool, parking"
Ruaka,19,3,1,219,60000,"swimming pool, garden, gym, electric fence, parking, garbage collection, CCTV"
Juja,32.8,3,1,190,38456,"garden, parking, electric fence"
Juja,32.8,3,1,167,54387,"garden, parking, garbage collection, CCTV, electric fence, swimming pool"
Kilimani,4,4,2,234,149595,
Syokimau,24,4,3,246,76102,CCTV
Syokimau,24,3,1,149,37447,garbage collection
Kilimani,4,4,3,289,163922,
Syokimau,24,4,4,253,57895,
Utawala,22.4,4,1,200,52018,"garden, garbage collection, CCTV"
Syokimau,24,3,1,167,49350,"gym, swimming pool"
Juja,32.8,4,2,222,51011,garbage collection
Kilimani,4,1,1,56,80461,"gym, swimming pool, parking, electric fence, garden, garbage collection"
Syokimau,24,3,2,165,54047,"parking, garden, CCTV, electric fence, gym, garbage collection, swimming pool"
Juja,32.8,4,3,191,70000,"CCTV, garden, garbage collection, parking, swimming pool"
Juja,32.8,3,2,215,42250,"swimming pool, parking, gym, electric fence, garbage collection"
Kileleshwa,5.4,4,4,256,213278,"parking, CCTV, gym"
Ruaka,19,3,2,186,46769,"gym, garbage collection"
Lavington,5.9,3,1,199,123935,"garbage collection, parking, CCTV"
Lavington,5.9,4,4,248,237965,electric fence
Westlands,3.2,4,2,278,269957,"garden, CCTV, gym, garbage collection, parking, electric fence, swimming pool"
Ruiru,25.3,4,4,279,42943,
Kileleshwa,5.4,4,4,168,188237,"gym, parking, electric fence"
Syokimau,24,4,1,185,66064,garden
Kilimani,4,2,2,146,77912,"CCTV, parking"
Syokimau,24,3,2,199,49528,"electric fence, CCTV, parking"
Ruiru,25.3,2,2,120,22960,"parking, electric fence, gym, garbage collection, CCTV"
Kilimani,4,3,2,223,91687,
Syokimau,24,3,1,177,53633,"garbage collection, gym, CCTV, electric fence, swimming pool, parking, garden"
Lavington,5.9,1,1,67,100000,"garbage collection, electric fence, CCTV, gym, garden, parking"
Westlands,3.2,4,4,163,238400,"swimming pool, CCTV, garden"
Muthaiga,7,1,1,70,207326,"parking, garbage collection, CCTV, electric fence, swimming pool, gym, garden"
Syokimau,24,4,2,244,74751,"garbage collection, electric fence"
Utawala,22.4,3,3,181,35000,"CCTV, parking, garden, electric fence, garbage collection, gym, swimming pool"
Ruiru,25.3,1,1,54,13275,garbage collection
Utawala,22.4,4,4,293,55000,"electric fence, swimming pool, parking, CCTV, gym, garbage collection"
Utawala,22.4,3,2,191,35000,"electric fence, garbage collection, swimming pool, garden, gym, parking"
Kileleshwa,5.4,2,1,176,98520,"garden, CCTV, electric fence, garbage collection"
Utawala,22.4,2,1,130,23854,"swimming pool, electric fence, CCTV, garden, garbage collection, parking, gym"
Kilimani,4,3,2,152,117936,electric fence
Kileleshwa,5.4,1,1,56,75409,"parking, swimming pool, garden, garbage collection, gym, electric fence, CCTV"
Ruaka,19,4,4,202,51187,garden
Ruaka,19,4,1,252,66514,"CCTV, gym, garden, electric fence, swimming pool"
Ruaka,19,1,1,77,17983,"parking, garbage collection, garden, electric fence"
Ruaka,19,4,2,217,68747,"electric fence, gym, garden, swimming pool, garbage collection, CCTV"
Kileleshwa,5.4,4,3,268,177176,"parking, garbage collection, swimming pool, CCTV"
Syokimau,24,4,4,205,64729,electric fence
Utawala,22.4,4,2,226,55000,electric fence
Syokimau,24,1,1,51,18175,"garbage collection, parking, gym, CCTV, swimming pool, garden, electric fence"
Ruaka,19,3,3,150,58086,"garbage collection, gym, garden, CCTV, electric fence, swimming pool"
Kileleshwa,5.4,2,2,119,110636,"CCTV, swimming pool, electric fence, garden, gym, parking, garbage collection"
Juja,32.8,2,2,96,28891,"parking, garden, swimming pool, electric fence"
Kileleshwa,5.4,4,1,161,212601,"electric fence, garden, swimming pool, gym, parking, CCTV, garbage collection"
Syokimau,24,1,1,73,17081,garbage collection
Kilimani,4,3,1,191,82926,CCTV
Ruiru,25.3,2,2,102,33078,"garden, garbage collection, parking, CCTV, electric fence"
Kilimani,4,3,3,146,126380,"parking, garden, electric fence, swimming pool, gym, garbage collection, CCTV"
Juja,32.8,4,4,172,58330,"parking, CCTV, garden"
Kilimani,4,2,1,158,94098,
Muthaiga,7,2,2,153,351385,"gym, electric fence, CCTV, garbage collection, swimming pool, parking, garden"
Syokimau,24,2,1,113,34946,"gym, CCTV, parking, garbage collection, garden"
Kileleshwa,5.4,2,1,174,96761,"garbage collection, electric fence, CCTV"
Ruaka,19,1,1,70,24895,"parking, garbage collection, swimming pool, garden, electric fence, gym"
Syokimau,24,4,1,181,100681,"parking, swimming pool, electric fence, gym, CCTV"
Juja,32.8,4,2,272,57387,gym
